10MAINBKGRP20260607IE12BOFI90000012345678EUR
20TX-2026-000120260607PMT-REF-20001                 000000001001CRINV-2026-8001            Party_1                       
20TX-2026-796220260607PMT-REF-27962                 000000008962CRINV-2026-15962           Party_7962                    
20TX-2026-796320260607PMT-REF-27963                 000000008963CRINV-2026-15963           Party_7963                    
20TX-2026-796420260607PMT-REF-27964                 000000008964CRINV-2026-15964           Party_7964                    
20TX-2026-796520260607PMT-REF-27965                 000000008965CRINV-2026-15965           Party_7965                    
20TX-2026-796620260607PMT-REF-27966                 000000008966CRINV-2026-15966           Party_7966                    
20TX-2026-796720260607PMT-REF-27967                 000000008967CRINV-2026-15967           Party_7967                    
20TX-2026-796820260607PMT-REF-27968                 000000008968CRINV-2026-15968           Party_7968                    
20TX-2026-796920260607PMT-REF-27969                 000000008969CRINV-2026-15969           Party_7969                    
20TX-2026-797020260607PMT-REF-27970                 000000008970CRINV-2026-15970           Party_7970                    
20TX-2026-797120260607PMT-REF-27971                 000000008971CRINV-2026-15971           Party_7971                    
20TX-2026-797220260607PMT-REF-27972                 000000008972CRINV-2026-15972           Party_7972                    
20TX-2026-797320260607PMT-REF-27973                 000000008973CRINV-2026-15973           Party_7973                    
20TX-2026-797420260607PMT-REF-27974                 000000008974CRINV-2026-15974           Party_7974                    
20TX-2026-797520260607PMT-REF-27975                 000000008975CRINV-2026-15975           Party_7975                    
20TX-2026-797620260607PMT-REF-27976                 000000008976CRINV-2026-15976           Party_7976                    
20TX-2026-797720260607PMT-REF-27977                 000000008977CRINV-2026-15977           Party_7977                    
20TX-2026-797820260607PMT-REF-27978                 000000008978CRINV-2026-15978           Party_7978                    
20TX-2026-797920260607PMT-REF-27979                 000000008979CRINV-2026-15979           Party_7979                    
20TX-2026-798020260607PMT-REF-27980                 000000008980CRINV-2026-15980           Party_7980                    
20TX-2026-798120260607PMT-REF-27981                 000000008981CRINV-2026-15981           Party_7981                    
20TX-2026-798220260607PMT-REF-27982                 000000008982CRINV-2026-15982           Party_7982                    
20TX-2026-798320260607PMT-REF-27983                 000000008983CRINV-2026-15983           Party_7983                    
20TX-2026-798420260607PMT-REF-27984                 000000008984CRINV-2026-15984           Party_7984                    
20TX-2026-798520260607PMT-REF-27985                 000000008985CRINV-2026-15985           Party_7985                    
20TX-2026-798620260607PMT-REF-27986                 000000008986CRINV-2026-15986           Party_7986                    
20TX-2026-798720260607PMT-REF-27987                 000000008987CRINV-2026-15987           Party_7987                    
20TX-2026-798820260607PMT-REF-27988                 000000008988CRINV-2026-15988           Party_7988                    
20TX-2026-798920260607PMT-REF-27989                 000000008989CRINV-2026-15989           Party_7989                    
20TX-2026-799020260607PMT-REF-27990                 000000008990CRINV-2026-15990           Party_7990                    
20TX-2026-799120260607PMT-REF-27991                 000000008991CRINV-2026-15991           Party_7991                    
20TX-2026-799220260607PMT-REF-27992                 000000008992CRINV-2026-15992           Party_7992                    
20TX-2026-799320260607PMT-REF-27993                 000000008993CRINV-2026-15993           Party_7993                    
20TX-2026-799420260607PMT-REF-27994                 000000008994CRINV-2026-15994           Party_7994                    
20TX-2026-799520260607PMT-REF-27995                 000000008995CRINV-2026-15995           Party_7995                    
20TX-2026-799620260607PMT-REF-27996                 000000008996CRINV-2026-15996           Party_7996                    
20TX-2026-799720260607PMT-REF-27997                 000000008997CRINV-2026-15997           Party_7997                    
20TX-2026-799820260607PMT-REF-27998                 000000008998CRINV-2026-15998           Party_7998                    
20TX-2026-799920260607PMT-REF-27999                 000000008999CRINV-2026-15999           Party_7999                    
20TX-2026-800020260607PMT-REF-28000                 000000009000CRINV-2026-16000           Party_8000                    
20TX-2026-800120260607PMT-REF-28001                 000000009001CRINV-2026-16001           Party_8001                    
20TX-2026-800220260607PMT-REF-28002                 000000009002CRINV-2026-16002           Party_8002                    
20TX-2026-800320260607PMT-REF-28003                 000000009003CRINV-2026-16003           Party_8003                    
20TX-2026-800420260607PMT-REF-28004                 000000009004CRINV-2026-16004           Party_8004                    
20TX-2026-800520260607PMT-REF-28005                 000000009005CRINV-2026-16005           Party_8005                    
20TX-2026-800620260607PMT-REF-28006                 000000009006CRINV-2026-16006           Party_8006                    
20TX-2026-800720260607PMT-REF-28007                 000000009007CRINV-2026-16007           Party_8007                    
20TX-2026-800820260607PMT-REF-28008                 000000009008CRINV-2026-16008           Party_8008                    
20TX-2026-800920260607PMT-REF-28009                 000000009009CRINV-2026-16009           Party_8009                    
20TX-2026-801020260607PMT-REF-28010                 000000009010CRINV-2026-16010           Party_8010                    
20TX-2026-801120260607PMT-REF-28011                 000000009011CRINV-2026-16011           Party_8011                    
20TX-2026-801220260607PMT-REF-28012                 000000009012CRINV-2026-16012           Party_8012                    
20TX-2026-801320260607PMT-REF-28013                 000000009013CRINV-2026-16013           Party_8013                    
20TX-2026-801420260607PMT-REF-28014                 000000009014CRINV-2026-16014           Party_8014                    
20TX-2026-801520260607PMT-REF-28015                 000000009015CRINV-2026-16015           Party_8015                    
20TX-2026-801620260607PMT-REF-28016                 000000009016CRINV-2026-16016           Party_8016                    
20TX-2026-801720260607PMT-REF-28017                 000000009017CRINV-2026-16017           Party_8017                    
20TX-2026-801820260607PMT-REF-28018                 000000009018CRINV-2026-16018           Party_8018                    
20TX-2026-801920260607PMT-REF-28019                 000000009019CRINV-2026-16019           Party_8019                    
20TX-2026-802020260607PMT-REF-28020                 000000009020CRINV-2026-16020           Party_8020                    
20TX-2026-802120260607PMT-REF-28021                 000000009021CRINV-2026-16021           Party_8021                    
